frame_id,apriltag_id,track_id,corner1_x,corner1_y,corner2_x,corner2_y,corner3_x,corner3_y,corner4_x,corner4_y
2,0,0,671,928,540,929,539,1063,669,1059
2,0,1,451,925,315,921,315,1053,449,1055
3,0,0,670,928,539,930,539,1064,669,1060
3,0,1,451,925,315,922,316,1054,449,1055
4,0,0,670,929,539,930,539,1064,668,1060
4,0,1,451,926,315,923,316,1055,450,1056
5,0,0,670,929,539,931,538,1064,668,1060
5,0,1,451,927,316,924,316,1056,450,1057
6,0,0,669,929,538,931,538,1064,667,1060
6,0,1,451,927,316,925,316,1058,450,1058
7,0,0,669,929,538,931,537,1064,667,1060
7,0,1,451,928,315,926,316,1059,450,1058
8,0,0,669,929,538,930,537,1063,666,1059
8,0,1,451,928,315,927,316,1059,450,1059
9,0,0,669,928,538,930,537,1062,666,1059
9,0,1,450,929,315,928,316,1060,450,1060
10,0,0,669,928,538,930,537,1062,666,1059
10,0,1,451,930,315,929,316,1062,451,1061
11,0,0,670,929,539,930,537,1063,667,1059
11,0,1,451,931,315,930,317,1063,451,1062
12,0,0,669,929,539,930,537,1062,666,1059
12,0,1,451,932,315,931,316,1064,450,1063
13,0,0,668,929,538,930,536,1062,665,1059
13,0,1,450,933,314,931,315,1064,450,1063
14,0,0,668,929,537,931,535,1063,665,1060
14,0,1,449,933,313,932,315,1064,449,1064
15,0,0,668,930,537,932,535,1064,664,1061
15,0,1,449,933,313,932,314,1066,449,1065
16,0,0,667,931,536,933,535,1066,664,1062
16,0,1,448,933,313,933,314,1065,448,1065
17,0,0,665,933,535,934,533,1067,662,1063
17,0,1,448,931,312,930,313,1062,448,1062
18,0,0,664,936,533,937,531,1069,661,1066
18,0,1,447,925,312,924,314,1057,448,1055
19,0,0,662,940,531,942,530,1073,660,1070
19,0,1,447,915,311,916,315,1047,449,1044
20,0,0,660,945,529,948,530,1080,660,1075
20,0,1,446,902,310,904,315,1034,450,1030
21,0,0,658,952,527,955,528,1087,659,1082
21,0,1,445,885,308,888,314,1018,449,1013
22,0,0,657,960,525,963,527,1094,658,1090
22,0,1,443,868,306,871,312,999,447,995
23,0,0,655,967,524,971,525,1102,657,1097
23,0,1,441,849,304,852,309,981,445,977
24,0,0,652,974,522,978,523,1109,655,1104
24,0,1,439,831,301,832,307,964,442,961
25,0,0,650,981,520,985,521,1115,652,1111
25,0,1,437,815,299,815,304,947,439,945
26,0,0,649,988,519,992,519,1122,651,1118
26,0,1,435,799,298,797,300,930,436,931
27,0,0,648,995,518,999,518,1128,649,1124
27,0,1,435,783,297,781,301,915,436,915
28,0,0,647,1001,517,1006,518,1134,648,1131
28,0,1,435,767,297,767,303,902,438,900
29,0,0,646,1008,517,1014,518,1141,648,1136
29,0,1,434,753,297,754,303,889,438,887
30,0,0,645,1014,516,1021,518,1148,647,1141
30,0,1,433,739,295,740,300,875,436,875
31,0,0,644,1020,516,1028,519,1155,646,1146
31,0,1,432,728,294,726,296,862,432,864
32,0,0,643,1025,515,1034,519,1161,646,1151
32,0,1,431,717,292,713,293,851,430,853
33,0,0,643,1030,515,1040,518,1166,645,1155
33,0,1,430,707,292,703,292,841,429,844
34,0,0,642,1034,515,1044,518,1169,644,1159
34,0,1,430,699,291,696,292,835,430,837
35,0,0,642,1036,515,1046,518,1170,643,1159
35,0,1,430,694,291,691,292,830,430,832
36,0,0,643,1036,516,1045,518,1169,643,1157
36,0,1,430,691,290,688,291,828,429,830
37,0,0,643,1033,516,1043,517,1164,642,1153
37,0,1,429,691,289,688,290,827,428,829
38,0,0,643,1029,516,1039,516,1158,640,1147
38,0,1,428,693,289,689,289,829,427,831
39,0,0,643,1024,516,1032,514,1151,638,1141
39,0,1,427,697,288,694,289,833,427,835
40,0,0,642,1018,515,1025,512,1143,636,1134
40,0,1,426,703,286,701,288,839,426,840
41,0,0,641,1010,515,1017,511,1135,635,1127
41,0,1,425,711,285,709,288,847,426,848
42,0,0,641,1001,514,1007,510,1127,634,1118
42,0,1,423,721,284,720,287,857,424,857
43,0,0,639,990,512,996,510,1117,633,1107
43,0,1,421,733,282,732,285,869,422,868
44,0,0,638,977,511,984,509,1104,633,1095
44,0,1,418,746,280,745,283,881,420,880
45,0,0,636,963,510,970,508,1091,632,1081
45,0,1,415,760,277,759,281,893,416,893
46,0,0,635,947,508,954,507,1076,631,1066
46,0,1,412,776,274,774,277,907,412,908
47,0,0,633,930,506,937,506,1059,630,1049
47,0,1,409,792,271,789,274,922,408,923
48,0,0,632,912,504,919,505,1042,630,1032
48,0,1,406,808,269,805,271,936,406,939
49,0,0,631,893,503,900,504,1024,630,1015
49,0,1,406,823,267,820,270,952,405,953
50,0,0,631,874,502,880,503,1005,630,997
50,0,1,405,838,266,835,269,966,405,968
51,0,0,631,855,501,860,502,987,629,980
51,0,1,404,853,266,851,269,981,404,982
52,0,0,631,837,501,840,501,968,628,963
52,0,1,404,868,266,865,268,995,404,996
53,0,0,631,819,500,820,499,950,627,946
53,0,1,404,882,266,880,268,1009,403,1009
54,0,0,631,802,499,802,498,933,627,931
54,0,1,404,896,266,895,269,1023,404,1023
55,0,0,632,786,499,784,497,917,627,915
55,0,1,404,910,267,908,270,1037,405,1035
56,0,0,632,768,498,767,497,901,628,899
56,0,1,405,923,268,921,272,1050,406,1048
57,0,0,632,750,498,751,499,885,630,882
57,0,1,405,935,268,935,273,1063,407,1060
58,0,0,632,734,498,734,499,869,631,867
58,0,1,404,947,268,947,274,1074,407,1071
59,0,0,632,718,498,717,498,855,631,852
59,0,1,403,957,268,957,273,1085,407,1081
60,0,0,633,704,498,703,498,840,631,838
60,0,1,402,968,267,967,272,1095,405,1092
61,0,0,633,689,497,687,498,827,631,825
61,0,1,401,978,266,976,270,1103,403,1102
62,0,0,633,675,497,675,498,815,632,813
62,0,1,400,986,265,984,269,1111,402,1110
63,0,0,633,665,496,663,497,804,631,803
63,0,1,399,993,264,991,268,1118,400,1118
64,0,0,632,656,496,653,497,795,631,795
64,0,1,397,999,262,996,266,1123,398,1124
65,0,0,632,649,496,644,496,787,631,789
65,0,1,395,1003,260,999,262,1126,394,1129
66,0,0,632,644,495,638,496,782,631,784
66,0,1,393,1005,259,1000,259,1127,392,1132
67,0,0,633,641,496,635,496,779,631,782
67,0,1,392,1005,257,999,258,1127,390,1132
68,0,0,634,639,496,633,497,777,632,780
68,0,1,391,1003,256,997,257,1124,389,1130
69,0,0,634,639,496,634,498,778,634,781
69,0,1,390,999,255,993,256,1119,388,1126
70,0,0,634,642,496,637,498,780,634,783
70,0,1,390,993,255,987,256,1113,388,1120
71,0,0,633,647,495,641,497,784,635,787
71,0,1,389,985,254,979,255,1105,387,1112
72,0,0,633,653,495,648,497,791,635,794
72,0,1,389,976,254,970,254,1095,386,1103
73,0,0,634,660,495,657,497,799,636,800
73,0,1,389,965,254,958,254,1083,385,1093
74,0,0,635,668,495,665,498,807,638,807
74,0,1,389,952,254,945,254,1071,386,1080
75,0,0,635,676,495,676,499,817,640,815
75,0,1,390,939,254,932,255,1059,387,1067
76,0,0,635,685,494,686,499,827,640,824
76,0,1,390,923,255,918,256,1045,388,1052
77,0,0,634,696,493,696,498,837,639,835
77,0,1,391,908,254,903,256,1031,389,1037
78,0,0,633,707,493,707,497,848,638,846
78,0,1,391,892,254,887,255,1016,389,1022
79,0,0,633,717,493,719,498,859,638,856
79,0,1,391,876,253,870,253,1000,388,1006
80,0,0,632,726,493,730,499,870,639,865
80,0,1,391,860,252,854,252,985,388,990
81,0,0,632,736,493,741,500,881,639,875
81,0,1,391,843,252,837,251,969,388,974
82,0,0,631,746,492,751,500,891,638,884
82,0,1,390,827,251,820,249,953,387,958
83,0,0,630,756,492,761,499,901,636,894
83,0,1,390,811,250,802,247,936,385,943
84,0,0,629,767,491,771,497,911,634,905
84,0,1,390,795,250,784,245,918,384,927
85,0,0,629,779,491,782,495,920,631,915
85,0,1,391,777,250,767,246,902,385,910
86,0,0,628,790,491,793,494,931,629,927
86,0,1,392,759,251,750,248,886,387,893
87,0,0,627,801,491,805,494,941,628,936
87,0,1,393,742,252,734,250,871,389,877
88,0,0,627,811,492,816,494,952,627,945
88,0,1,394,725,253,717,251,855,391,861
89,0,0,627,821,492,827,494,961,627,954
89,0,1,395,708,253,701,252,839,392,845
90,0,0,626,831,492,837,494,970,626,962
90,0,1,396,693,254,686,252,824,393,830
91,0,0,625,840,491,846,491,977,623,970
91,0,1,397,677,255,670,253,809,394,816
92,0,0,624,850,490,854,490,985,620,978
92,0,1,399,662,255,655,254,795,395,801
93,0,0,623,859,490,863,488,993,618,986
93,0,1,400,648,257,640,255,782,397,788
94,0,0,622,866,490,871,488,1000,618,993
94,0,1,402,634,258,627,257,769,399,775
95,0,0,622,874,489,879,488,1007,617,1000
95,0,1,404,621,260,614,259,757,401,762
96,0,0,621,882,489,886,487,1013,616,1007
96,0,1,406,609,262,603,262,747,404,751
97,0,0,622,889,490,893,488,1019,617,1013
97,0,1,407,599,264,593,264,737,406,741
98,0,0,622,895,490,900,488,1025,617,1019
98,0,1,409,590,265,584,265,728,407,733
99,0,0,622,899,491,905,490,1030,618,1023
99,0,1,410,583,266,576,265,720,408,726
100,0,0,623,903,491,909,491,1033,619,1027
100,0,1,411,577,268,569,266,714,408,720
101,0,0,623,906,492,911,491,1035,619,1029
101,0,1,413,573,269,565,267,710,409,717
102,0,0,624,907,493,912,491,1035,618,1030
102,0,1,414,571,271,563,268,708,411,715
103,0,0,625,907,494,912,491,1035,619,1028
103,0,1,416,571,272,563,270,709,412,715
104,0,0,626,905,495,911,493,1033,620,1025
104,0,1,417,573,273,566,272,711,414,717
105,0,0,626,901,497,907,494,1029,620,1021
105,0,1,418,577,274,572,275,716,416,720
106,0,0,627,896,498,902,495,1024,621,1015
106,0,1,418,584,274,579,275,723,417,726
107,0,0,629,889,499,896,496,1018,622,1009
107,0,1,418,593,275,588,276,731,417,734
108,0,0,630,881,499,888,497,1011,623,1002
108,0,1,419,604,275,599,276,741,417,745
109,0,0,631,872,500,878,499,1002,625,993
109,0,1,419,617,275,612,276,753,417,756
110,0,0,632,862,501,869,500,993,627,984
110,0,1,418,630,275,627,277,766,417,769
111,0,0,634,850,503,857,503,982,631,974
111,0,1,418,646,275,642,277,781,417,783
112,0,0,636,838,504,845,506,971,634,962
112,0,1,417,662,275,658,276,796,416,798
113,0,0,638,823,505,832,509,959,638,948
113,0,1,417,678,275,675,276,812,416,814
114,0,0,638,808,506,817,511,945,641,934
114,0,1,416,696,275,691,276,828,416,830
115,0,0,640,792,507,802,512,930,642,920
115,0,1,416,712,275,710,277,846,416,847
116,0,0,641,776,508,785,512,915,643,905
116,0,1,417,728,276,728,279,863,418,863
117,0,0,641,760,508,769,512,899,642,890
117,0,1,418,746,277,746,282,881,420,879
118,0,0,641,744,507,751,512,884,642,875
118,0,1,419,764,279,766,286,900,424,896
119,0,0,641,727,507,734,511,868,642,859
119,0,1,420,782,281,786,288,920,426,914
120,0,0,641,711,507,717,511,852,642,843
120,0,1,421,803,281,806,289,940,426,933
121,0,0,640,695,505,699,508,835,640,829
121,0,1,421,823,282,824,287,958,424,953
122,0,0,638,680,504,682,505,819,637,815
122,0,1,422,842,283,840,285,974,422,972
123,0,0,638,665,502,666,503,804,636,802
123,0,1,422,859,284,857,285,991,422,989
124,0,0,637,652,501,651,501,791,634,789
124,0,1,422,876,285,875,286,1008,423,1006
125,0,0,635,640,499,638,499,779,632,779
125,0,1,422,891,285,892,287,1024,424,1021
126,0,0,634,630,498,626,497,768,631,769
126,0,1,422,905,285,908,289,1040,425,1036
127,0,0,633,620,497,616,497,759,631,760
127,0,1,420,919,284,923,289,1055,425,1048
128,0,0,633,611,496,609,497,752,631,752
128,0,1,419,931,283,935,289,1068,424,1060
129,0,0,632,605,495,602,497,746,631,746
129,0,1,417,941,282,947,288,1079,424,1071
130,0,0,631,600,495,597,497,741,631,741
130,0,1,416,950,281,957,289,1089,424,1079
131,0,0,632,596,495,593,497,738,631,738
131,0,1,414,958,279,965,289,1097,423,1086
132,0,0,631,594,494,591,497,736,630,736
132,0,1,412,963,278,971,288,1102,422,1092
133,0,0,631,594,494,590,496,735,630,736
133,0,1,409,968,276,974,287,1105,420,1095
134,0,0,630,595,493,591,495,736,630,737
134,0,1,407,970,274,975,286,1105,418,1096
135,0,0,630,597,493,594,495,738,629,739
135,0,1,406,970,273,974,284,1101,416,1095
136,0,0,630,602,492,598,494,742,630,743
136,0,1,404,967,272,970,283,1096,414,1092
137,0,0,630,608,492,605,494,749,630,749
137,0,1,404,963,271,964,281,1088,412,1087
138,0,0,630,615,492,614,495,756,631,755
138,0,1,403,956,270,955,279,1078,409,1080
139,0,0,630,624,492,624,495,766,632,764
139,0,1,402,947,269,944,278,1067,407,1071
140,0,0,631,633,492,635,496,776,634,773
140,0,1,402,936,269,932,276,1054,405,1060
141,0,0,630,645,491,648,496,788,634,784
141,0,1,402,923,268,919,275,1041,405,1048
142,0,0,629,658,490,661,494,801,632,797
142,0,1,402,909,267,905,274,1028,404,1034
143,0,0,628,673,489,674,492,814,630,811
143,0,1,401,893,266,888,271,1013,403,1019
144,0,0,627,687,488,690,490,828,628,825
144,0,1,401,877,266,871,268,996,400,1003
145,0,0,625,703,487,704,490,842,627,840
145,0,1,400,859,264,851,265,979,398,986
146,0,0,625,717,486,720,490,857,627,854
146,0,1,400,841,263,833,262,961,396,969
147,0,0,624,732,486,736,490,873,627,868
147,0,1,399,823,262,814,260,943,394,951
148,0,0,623,747,485,752,490,888,627,882
148,0,1,398,805,261,795,257,925,393,934
149,0,0,621,761,484,767,490,902,625,896
149,0,1,398,786,260,776,256,908,392,916
150,0,0,620,777,483,781,488,915,623,909
150,0,1,397,767,259,758,255,891,392,899
151,0,0,619,791,483,796,486,929,620,923
151,0,1,396,749,258,739,254,873,391,881
152,0,0,617,805,482,810,485,942,618,937
152,0,1,395,732,256,722,252,856,390,865
153,0,0,617,819,482,824,485,955,617,950
153,0,1,395,714,255,702,250,838,388,848
154,0,0,616,832,482,838,485,968,617,962
154,0,1,395,696,256,683,249,819,387,830
155,0,0,616,847,482,852,485,981,616,974
155,0,1,397,678,256,665,250,802,388,814
156,0,0,615,861,482,866,484,993,614,987
156,0,1,398,661,257,649,253,787,392,797
157,0,0,614,875,481,878,483,1006,613,1000
157,0,1,400,644,259,635,257,774,396,781
158,0,0,614,888,481,891,482,1017,611,1012
158,0,1,401,627,260,622,261,762,401,765
159,0,0,613,900,481,904,481,1029,611,1025
159,0,1,403,613,262,610,266,751,405,752
160,0,0,613,911,481,915,481,1039,611,1035
160,0,1,406,601,265,599,269,741,408,741
161,0,0,613,921,482,925,483,1049,611,1045
161,0,1,408,590,267,591,273,732,412,731
162,0,0,613,929,483,934,484,1058,612,1052
162,0,1,410,581,269,583,276,725,415,722
163,0,0,613,935,483,940,484,1064,612,1058
163,0,1,412,575,270,577,278,720,417,717
164,0,0,613,940,483,944,483,1067,610,1062
164,0,1,413,570,272,573,279,716,418,713
165,0,0,613,943,483,947,482,1069,608,1064
165,0,1,415,569,274,570,279,713,419,712
166,0,0,613,943,483,947,482,1068,609,1062
166,0,1,416,570,276,570,279,712,419,712
167,0,0,614,939,484,944,484,1066,610,1057
167,0,1,418,573,277,571,280,714,419,716
168,0,0,614,934,485,940,485,1060,611,1050
168,0,1,420,579,279,576,281,718,419,720
169,0,0,615,926,485,933,487,1052,612,1042
169,0,1,421,586,280,583,282,724,420,727
170,0,0,616,916,486,923,488,1042,614,1032
170,0,1,422,595,281,592,283,733,421,735
171,0,0,617,904,487,913,489,1031,616,1021
171,0,1,422,606,282,604,284,743,423,746
172,0,0,618,891,487,900,491,1019,618,1008
172,0,1,423,620,283,617,285,756,423,757
173,0,0,619,876,488,885,493,1005,620,994
173,0,1,424,636,283,632,285,770,423,771
174,0,0,620,859,488,869,494,990,622,980
174,0,1,424,652,283,648,285,786,423,787
175,0,0,621,842,489,851,495,975,624,964
175,0,1,424,670,284,665,284,802,421,804
176,0,0,622,824,490,833,496,958,626,948
176,0,1,424,689,284,682,283,817,420,821
177,0,0,624,806,491,814,497,940,627,930
177,0,1,424,708,285,700,282,834,419,839
178,0,0,625,787,492,796,497,922,628,914
178,0,1,425,727,285,719,282,851,418,857
179,0,0,626,771,493,776,496,905,627,898
179,0,1,425,746,286,739,284,871,419,874
180,0,0,628,755,494,758,495,888,626,884
180,0,1,426,765,287,761,286,890,421,892
181,0,0,629,740,495,741,494,873,625,870
181,0,1,426,784,288,781,289,911,423,910
182,0,0,630,725,496,725,494,858,625,856
182,0,1,427,804,289,803,291,931,425,929
183,0,0,631,712,496,710,494,844,625,844
183,0,1,427,824,290,824,291,951,425,947
184,0,0,632,699,498,696,494,832,626,833
184,0,1,427,844,291,844,292,970,425,967
185,0,0,633,687,498,683,495,820,626,821
185,0,1,428,864,292,864,293,988,426,985
186,0,0,634,675,499,671,496,809,627,811
186,0,1,428,884,292,882,293,1006,426,1004
187,0,0,634,664,499,660,497,799,628,800
187,0,1,428,902,293,899,293,1022,425,1022
188,0,0,634,654,499,650,496,790,628,791
188,0,1,428,920,294,917,294,1038,425,1039
189,0,0,634,645,499,640,496,781,628,783
189,0,1,429,934,295,932,294,1052,425,1054
190,0,0,634,637,498,631,495,773,628,776
190,0,1,428,948,294,947,294,1066,424,1067
191,0,0,633,630,497,623,494,765,627,769
191,0,1,427,959,294,958,293,1079,424,1079
192,0,0,633,624,497,617,494,759,627,764
192,0,1,426,968,293,967,293,1089,423,1089
